样本编号,样本类别,label
12,深灰色粉砂质泥岩,6
12,深灰色粉砂质泥岩,6
12,深灰色粉砂质泥岩,6
12,深灰色粉砂质泥岩,6
12,深灰色粉砂质泥岩,6
12,深灰色粉砂质泥岩,6
12,深灰色粉砂质泥岩,6
12,深灰色粉砂质泥岩,6
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
17,灰色泥质粉砂岩,3
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
20,深灰色泥岩,7
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
23,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
35,灰色细砂岩,4
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
37,灰色泥质粉砂岩,3
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
38,深灰色泥岩,7
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
40,灰黑色泥岩,2
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
44,灰色泥质粉砂岩,3
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
50,浅灰色细砂岩,5
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
52,深灰色泥岩,7
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
53,灰黑色泥岩,2
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
62,深灰色粉砂质泥岩,6
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
64,灰色泥质粉砂岩,3
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
71,浅灰色细砂岩,5
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
87,深灰色粉砂质泥岩,6
89,深灰色泥岩,7
89,深灰色泥岩,7
89,深灰色泥岩,7
89,深灰色泥岩,7
89,深灰色泥岩,7
89,深灰色泥岩,7
89,深灰色泥岩,7
89,深灰色泥岩,7
89,深灰色泥岩,7
89,深灰色泥岩,7
89,深灰色泥岩,7
89,深灰色泥岩,7
89,深灰色泥岩,7
89,深灰色泥岩,7
89,深灰色泥岩,7
89,深灰色泥岩,7
89,深灰色泥岩,7
89,深灰色泥岩,7
89,深灰色泥岩,7
